index,Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Positive_Review,Reviewer_Score,Tags,lat,lng,countries
445558,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,8/4/2015,7.8,Fletcher Hotel Amsterdam, United Kingdom , Too far out of Amsterdam city Centre, Fantastic hotel and lovely people,9.0, leisure trip  couple  deluxe double room  stayed 2 nights ,52.2924567,4.9444338,netherlands
445998,Schlossallee 8 14 Penzing 1140 Vienna Austria,8/5/2015,8.8,Austria Trend Hotel Park Royal Palace Vienna, United Arab Emirates , Very good, Every thing is nice,10.0, with a pet  family with young children  2 rooms  stayed 12 nights  submitted from a mobile device ,48.191339,16.3165873,austria
446093,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,8/13/2015,8.3,Falkensteiner Hotel Wien Zentrum Schottenfeld, Israel , Very hot the air conditioner is not working at nigth and it is really hot no view from the windows,No Positive,5.8, leisure trip  family with young children  junior suite  stayed 2 nights  submitted from a mobile device ,48.2048494,16.343618,austria
446383,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,8/4/2015,8.6,Hilton Vienna Plaza, United Kingdom ,No Negative, Loved old American style Very convenient access to everything A walk along the river was refreshing ,10.0, leisure trip  group  twin hilton guestroom  stayed 3 nights  submitted from a mobile device ,48.2155236,16.3646858,austria
446579,Schottenring 24 01 Innere Stadt 1010 Vienna Austria,8/6/2015,9.2,Palais Hansen Kempinski Vienna, Kuwait , Nothing, Every thing,8.3, leisure trip  family with young children  junior suite  stayed 3 nights  submitted from a mobile device ,48.2163149,16.3685103,austria
447535,Schottenring 3 01 Innere Stadt 1010 Vienna Austria,8/4/2015,8.5,Hotel de France Wien, United Kingdom , Nothing , Lovely suite in a lovely hotel fabulous service by friendly caring staff Excellent breakfast Great location We plan to return ,10.0, couple  junior suite  stayed 4 nights ,48.2146623,16.3627994,austria
448012,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,10/21/2015,8.6,Grand Ferdinand Vienna Your Hotel In The City Center, Austria ,No Negative, super cool furniture and super good breakfasta,10.0, leisure trip  couple  superior double room  stayed 1 night ,48.2022415,16.3749336,austria
448297,Schubertring 11 01 Innere Stadt 1010 Vienna Austria,5/22/2016,8.2,Hotel Am Schubertring, Czech Republic ,No Negative, very kind and happy face reseption,7.9, business trip  family with young children  superior room  stayed 1 night  submitted from a mobile device ,48.2017277,16.375463,austria
448417,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,8/23/2015,8.9,The Ritz Carlton Vienna, Qatar , No breakfast with my room, The room is good and it clean,8.3, leisure trip  couple  deluxe room  stayed 6 nights  submitted from a mobile device ,48.2022742,16.3762615,austria
448685,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,8/8/2015,9.3,Hotel K nig von Ungarn, Qatar ,No Negative, Thank you for Mr Said,10.0, leisure trip  family with young children  maisonette  stayed 3 nights  submitted from a mobile device ,48.2082215,16.3751842,austria
448910,Schulerstra e 14 01 Innere Stadt 1010 Vienna Austria,8/5/2015,8.9,Hotel Domizil, United Kingdom ,No Negative, quirky old fashioned feel Great central location and very helpful friendly staff Breakfast buffet was excellent ,9.2, leisure trip  couple  double room  stayed 2 nights ,48.2080479,16.375612,austria
449421,Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,8/6/2015,9.1,Hotel Capricorno, Canada ,No Negative, Friendly staff Don t be deceived by the outside look the hotel is very modern inside Interestingly decorated ,9.2, leisure trip  couple  double room with balcony  stayed 3 nights  submitted from a mobile device ,48.2111522,16.3788631,austria
449449,Sep lveda 180 Eixample 08011 Barcelona Spain,9/3/2015,8.3,Hotel Advance, Germany , Breakfast are to expensive , I get a upgrade with a terazza Great ,8.8, business trip  solo traveler  double or twin room  stayed 3 nights  submitted from a mobile device ,,,spain
449596,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,9/10/2015,8.0,Derag Livinghotel Kaiser Franz Joseph Vienna, Germany , Shower was a bit small and dark , Very kind and helpful staff Clean and comfort ,7.9, business trip  solo traveler  business apartment 1 adult  stayed 4 nights ,,,austria
450117,Silvio Pellico 4 Milan City Center 20121 Milan Italy,3/17/2016,9.3,Room Mate Giulia, Israel ,No Negative, Amazing hotel Amazing breakfast Amazing location Highly recommended,10.0, leisure trip  couple  standard double or twin room  stayed 1 night  submitted from a mobile device ,45.4651371,9.1895249,italy
450209,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,8/29/2015,8.5,Simm s Hotel, Kuwait , far about city, very clean good,8.8, leisure trip  group  comfort double room  stayed 1 night  submitted from a mobile device ,48.1790835,16.4116997,austria
452046,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,8/4/2015,9.1,Hotel Esther a, United Kingdom ,No Negative, Lovely staff great location wonderful decor nice finishing touches free coffee sweets cookies etc ,9.6, leisure trip  couple  classic double or twin room  stayed 2 nights ,52.3705447,4.8886439,netherlands
452195,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,8/22/2015,8.6,Hotel Royal, Kuwait , Car parking, Every thing ,7.0, family with young children  2 rooms  stayed 2 nights  submitted from a mobile device ,48.2078727,16.3724042,austria
452657,Sloane Square Kensington and Chelsea London SW1W 8EG UK,8/12/2015,8.2,Sloane Square Hotel, United Kingdom ,No Negative, convenient between victoria and padington for night,7.9, leisure trip  solo traveler  single room  stayed 1 night ,51.4927325,-0.1573708,uk
453251,Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,8/4/2015,7.3,Best Western Plus Hotel Blue Square, Mexico , Pillows were bad the location does not correspond to the price , Wifi si great ,5.0, leisure trip  group  double or twin room  stayed 2 nights  submitted from a mobile device ,52.3786823,4.8207833,netherlands
453797,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,8/9/2015,8.2,Austria Trend Hotel Ananas Wien, Egypt , Breakfast Wifi, Location,7.1, leisure trip  family with older children  classic double room  stayed 3 nights ,48.1915401,16.3546263,austria
453897,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,8/4/2015,8.7,Hotel Zeitgeist Vienna Hauptbahnhof, Ireland , rooms has no mini fridge, service location modern decors inside the rooms ,7.5, leisure trip  family with older children  suite  stayed 1 night ,48.1829645,16.3776709,austria
454063,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,8/22/2015,8.2,AZIMUT Hotel Vienna, United States of America , front desk staff never pick up the phone parking is a little expensive , location is very good 5min walk to train station worth the money,8.3, leisure trip  group  standard double room  stayed 3 nights ,48.1834787,16.3762765,austria
455604,South Quay Marsh Wall Tower Hamlets London E14 9SH UK,9/10/2015,9.0,Hilton London Canary Wharf, United Kingdom , 15 00 day for WiFi in the room,No Positive,9.6, leisure trip  group  twin guest room  stayed 1 night ,51.5007324,-0.01655,uk
455965,Southampton Row Bloomsbury Camden London WC1B 4AR UK,8/4/2015,8.4,Grange Holborn Hotel, United Kingdom , Bathroom facilities lacked room to put toiletries shower screen was leaky, Good location for theatre trip we were on pool facilities were excellent,9.2, leisure trip  couple  double room  stayed 2 nights ,51.519616,-0.1218432,uk
456432,Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,8/6/2015,8.5,WestCord Art Hotel Amsterdam 4 stars, Hong Kong , The mattress was too soft to sleep on and made noise , Staffs were all very friendly and helpful The terrace was very quiet and peaceful ,7.9, leisure trip  solo traveler  junior suite  stayed 4 nights  submitted from a mobile device ,52.3924898,4.8683822,netherlands
456646,Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,12/1/2015,8.4,W Amsterdam, Belgium , Technical problems in first room, Restaurant Mr Porter,8.3, leisure trip  couple  fabulous exchange king  stayed 1 night  submitted from a mobile device ,52.3727871,4.8900059,netherlands
457424,Spuistraat 288 292 Amsterdam City Center 1012 VX Amsterdam Netherlands,3/20/2016,8.2,NH City Centre Amsterdam, United States of America , See above, Wifi not working Leak in bathroom Covers missing off sockets Woken by builderd,6.7, leisure trip  couple  superior double or twin room with view  stayed 2 nights  submitted from a mobile device ,52.3697554,4.8887815,netherlands
457624,St James s Place Westminster Borough London SW1A 1NJ UK,9/3/2015,9.1,The Stafford London, South Africa ,No Negative, Comfort and location,9.6, leisure trip  couple  classic queen room  stayed 2 nights  submitted from a mobile device ,51.5059087,-0.1403795,uk
459452,St Katherines Way Tower Hamlets London E1W 1LD UK,8/4/2015,8.6,The Tower A Guoman Hotel, United Kingdom , very small room no 647,No Positive,7.9, leisure trip  solo traveler  double room  stayed 1 night ,51.5064721,-0.0716893,uk
461156,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,8/4/2015,8.2,Ramada Apollo Amsterdam Centre, Australia , The staff in the restaurant area were not very welcoming , great value for money,9.6, leisure trip  group  standard double room  stayed 5 nights ,52.3681299,4.8440847,netherlands
461545,Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,8/9/2015,8.1,Amsterdam Marriott Hotel, Bahrain , Early check in not possible till at least after 2 pm rooms are small, Location is excellent,6.7, leisure trip  family with young children  deluxe room  stayed 4 nights  submitted from a mobile device ,52.362514,4.8800077,netherlands
462181,Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,8/4/2015,8.3,Park Hotel, Sweden ,No Negative, Too expensive in breakfast and 65 Eur for parking per day,7.9, leisure trip  couple  superior double room  stayed 1 night  submitted from a mobile device ,52.3613814,4.8832594,netherlands
462576,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,8/9/2015,7.7,NH Amsterdam Centre, Belgium , Unusable wifi,No Positive,7.1, business trip  solo traveler  standard double or twin room  stayed 4 nights ,52.3630682,4.8794451,netherlands
462730,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,8/5/2015,9.0,DO CO Hotel Vienna, United States of America , We would have also liked a bath tub , The location and helpfulness of the hotel staff ,10.0, leisure trip  couple  double room with city view  stayed 1 night  submitted from a mobile device ,48.2082385,16.3715725,austria
462865,Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,8/6/2015,9.3,Hotel Am Stephansplatz, United States of America ,No Negative, Attentive staff beautiful facility terrific location ,10.0, leisure trip  couple  superior double or twin room with landmark view  stayed 2 nights  submitted from a mobile device ,48.2087646,16.3721138,austria
463405,Strand Westminster Borough London WC2R 0EU UK,8/4/2015,9.4,The Savoy, United Kingdom ,No Negative, The staff were top class and could nt do enough for us We would recommend the cocktails ,9.6, leisure trip  group  superior queen room  stayed 2 nights ,51.5111922,-0.1194006,uk
464205,Stratton Street Mayfair Westminster Borough London W1J 8LT UK,8/4/2015,8.4,The May Fair Hotel, Turkey ,No Negative, Concierge and valet service oerfect,8.3, business trip  solo traveler  superior king or twin room  stayed 3 nights  submitted from a mobile device ,51.5078943,-0.1436707,uk
464404,Stubenring 2 01 Innere Stadt 1010 Vienna Austria,8/20/2015,7.7,Best Western Hotel Pension Arenberg Wien Zentrum, United Kingdom , air con and the room smelled funny, the staff was great however the room was a bit old and we had problems with the air con,6.7, leisure trip  couple  standard double or twin room  stayed 1 night ,48.2107358,16.382147,austria
465288,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,8/4/2015,9.1,Hotel Stefanie, United States of America ,No Negative, Cool and clean,8.8, leisure trip  couple  double room  stayed 2 nights  submitted from a mobile device ,48.2142766,16.3801779,austria
465851,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,8/4/2015,8.6,Hotel City Central, Egypt , Noise from neighbors late at night and traffic from the main street, Very helpful staff room comfortable and nicely designed,7.9, leisure trip  couple  standard double room  stayed 3 nights  submitted from a mobile device ,,,austria
466636,The Strand Westminster Borough London WC2N 5HX UK,8/4/2015,9.3,Amba Hotel Charing Cross, Bermuda ,No Negative, Plenty of helpful knowledgable staff around to ask questions and help at all times of the day Very approachable staff,10.0, leisure trip  group  executive twin room  stayed 4 nights  submitted from a mobile device ,51.508236,-0.1261963,uk
466994,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,8/7/2015,8.9,Hotel Das Tigra, Australia ,No Negative, The staff are very helpful Especially Mr Tornay Emiroglu who tried his best to help me when I got problem with the Wi Fi in my room Thanks Tornay ,10.0, leisure trip  couple  standard double room  stayed 4 nights ,48.2121772,16.3680771,austria
467427,Tilling Road London NW2 1LP UK,8/5/2015,7.9,Holiday Inn London Brent Cross, United Kingdom ,No Negative, central to where i was visting,9.6, leisure trip  solo traveler  standard double room  stayed 1 night ,51.5731061,-0.2233332,uk
467826,Tower Bridge Road Southwark London SE1 3UN UK,8/6/2015,8.3,Bermondsey Square Hotel A Bespoke Hotel, United Kingdom , No TV or Internet one night And no hot water in the morning, Location,6.7, business trip  solo traveler  superior double room  stayed 2 nights  submitted from a mobile device ,51.4991134,-0.0790969,uk
468017,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,8/9/2015,8.7,Courtyard by Marriott Vienna Prater Messe, South Africa ,No Negative, It was a breeze checking in at almost midnight glad the bar was open till late,10.0, leisure trip  solo traveler  double or twin room  stayed 1 night  submitted from a mobile device ,48.2130607,16.4133973,austria
468193,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,8/11/2015,8.1,NH Barcelona Stadium, United Kingdom ,No Negative, Excellent room clean towels and bed linen everyday Very clean ,9.2, leisure trip  couple  standard double or twin room  stayed 4 nights  submitted from a mobile device ,41.3812574,2.1269078,spain
468460,Ungargasse 60 03 Landstra e 1030 Vienna Austria,8/5/2015,8.1,Imperial Riding School Renaissance Vienna Hotel, Saudi Arabia , Wifi is not included in the room rate,No Positive,6.3, leisure trip  family with young children  double or twin room  stayed 5 nights  submitted from a mobile device ,48.1966396,16.3863822,austria
468772,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,8/10/2015,8.1,Aparthotel Adagio Vienna City, Malaysia ,No Negative, Perfect location where tram stop right in front of the hotel A supermarket is only stone throw away ,9.6, leisure trip  couple  superior studio with city view  stayed 1 night  submitted from a mobile device ,48.2110845,16.3838405,austria
468818,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,7/25/2016,8.0,Mercure Barcelona Condor, Serbia , no wifi in the room at all , staff ,10.0, leisure trip  family with older children  triple room 3 adults  stayed 1 night  submitted from a mobile device ,41.3999934,2.1452467,spain
469200,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,11/28/2015,9.3,H10 Cubik 4 Sup, United States of America , Nothing It was great, New Hotel with Very friendly staff Great location in heart of Barcelona Great rooms Beautiful lobby area ,10.0, leisure trip  couple  classic double or twin room with city view  stayed 1 night ,41.388024,2.1731556,spain
469601,Valencia 157 Eixample 08011 Barcelona Spain,8/7/2015,8.2,Sunotel Club Central, United Kingdom ,No Negative, Pool area was lovely we had noisy neighbours and the hotel was very accommodating and let us move rooms ,7.5, leisure trip  group  basic double room  stayed 4 nights  submitted from a mobile device ,41.38793,2.1568061,spain
469739,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,8/11/2015,9.2,Conservatorium Hotel, United Kingdom ,No Negative, The staff location and facilities,9.6, leisure trip  family with older children  2 rooms  stayed 3 nights  submitted from a mobile device ,52.358631,4.8786236,netherlands
469968,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,8/4/2015,7.8,NH Amsterdam Zuid, India , Not applicable, The overall hotel view and the ambience,9.6, leisure trip  couple  standard double room  stayed 2 nights  submitted from a mobile device ,52.3266672,4.8800884,netherlands
470002,Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,5/23/2017,8.6,Hotel Tocq, Greece ,No Negative, Great breakfast cosy beds easy access to the main attractions of the city ,10.0, leisure trip  couple  classic double or twin room  stayed 3 nights ,45.4828787,9.186346,italy
470901,Via Albricci 2 4 Milan City Center 20122 Milan Italy,8/4/2015,9.0,The Square Milano Duomo, Australia ,No Negative, Excellent location The best breakfast ever,9.6, leisure trip  family with older children  deluxe triple room  stayed 4 nights  submitted from a mobile device ,45.4608604,9.1890215,italy
470935,Via Andegari 9 Milan City Center 20121 Milan Italy,10/1/2015,9.2,Mandarin Oriental Milan, United Kingdom , My check in was delayed by 1 5 hrs v v poor also totally crazy at this price of stay they charge you for wi fi , the interior design and service,9.2, business trip  solo traveler  deluxe double or twin room  stayed 3 nights ,45.4694772,9.1909325,italy
471301,Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,8/4/2015,8.6,Art Hotel Navigli, United Kingdom , A bit shabby in places, Great breakfast Good location for Milan and in particular the buzz of Navigli,7.5, leisure trip  couple  superior double room  stayed 2 nights  submitted from a mobile device ,45.4501306,9.1696481,italy
471441,Via Augusta 5 08006 Barcelona Spain,8/4/2015,8.3,Hotel Balmoral, United Kingdom ,No Negative, Great location and very comfy rooms,9.6, leisure trip  group  double or twin room  stayed 2 nights  submitted from a mobile device ,41.3961294,2.1551626,spain
471985,Via Baracchini 12 Milan City Center 20123 Milan Italy,8/4/2015,8.3,Brunelleschi Hotel, Italy , Only 1 pillow each very uncomfortable pillows bed D cor is TERRIBLE Needs a face lift , Easy walking distance to city centre,6.7, leisure trip  couple  double room  stayed 1 night ,45.461177,9.191047,italy
472136,Via Camperio 9 Milan City Center 20123 Milan Italy,8/5/2015,8.9,Camperio House Suites Apartments, United States of America , No reception staff arrival, Breakfast staff,3.8, leisure trip  family with young children  deluxe suite  stayed 4 nights  submitted from a mobile device ,45.466598,9.183064,italy
472195,Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,8/22/2015,8.2,TownHouse 33, Germany , The Price is so high that nothing worth no service Bad communication Gosh,No Positive,3.3, leisure trip  family with young children  junior suite  stayed 3 nights  submitted from a mobile device ,45.4693349,9.2142383,italy
472255,Via Cesare Correnti 13 Milan City Center 20123 Milan Italy,8/15/2015,8.4,Hotel Regina, Australia ,No Negative, Helpful staff providing advice on transport to train station fixing an issue with the hotel computer,7.9, leisure trip  solo traveler  single room  stayed 2 nights ,45.459485,9.179511,italy
472321,Via Cimarosa 6 Fiera Milano City 20144 Milan Italy,9/22/2015,8.3,Hotel Capitol Milano, Switzerland , Overpriced It is more of a 3 hotel No iron onsite at all laundry room available during the work days only , Clean and conveniently located ,6.7, leisure trip  solo traveler  single room  stayed 2 nights  submitted from a mobile device ,45.4661781,9.1588367,italy
472432,Via Clerici 11 Milan City Center 20121 Milan Italy,4/17/2016,9.0,Hotel Clerici, Thailand , None, Very value for money,9.2, leisure trip  couple  large double room  stayed 2 nights  submitted from a mobile device ,45.4667717,9.1871001,italy
472696,Via Cusani 13 Milan City Center 20121 Milan Italy,8/9/2015,8.8,UNA Hotel Cusani, Ireland ,No Negative, Hotel is very well located to places of interest and shopping Staff were very friendly and helpful during our stay ,10.0, leisure trip  couple  classic double room  stayed 3 nights ,45.4684251,9.1834161,italy
472763,Via De Amicis 32 Milan City Center 20123 Milan Italy,9/27/2015,7.5,Hotel Pierre Milano, Saudi Arabia , Everything desnt deserve the value of money, Nothing,2.9, leisure trip  family with young children  2 rooms  stayed 1 night  submitted from a mobile device ,45.4595203,9.1770004,italy
472785,Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,8/18/2015,7.8,MiHotel, Finland , A bit far from nearest tram and metro stops , Very friendly staff Free jacuzzi and snacks Nice terrace and good breakfast ,9.2, with a pet  leisure trip  family with young children  double room  stayed 2 nights ,45.4405621,9.1921165,italy
473048,Via dell Orso 7 Milan City Center 20121 Milan Italy,8/11/2015,8.8,Hotel Milano Scala, United Arab Emirates ,No Negative, Best hotel staff in ITALY,10.0, leisure trip  family with young children  suite 3 adults  stayed 4 nights  submitted from a mobile device ,45.4689376,9.1868891,italy
473471,Via della Giustizia 10 D Bicocca Zara 20125 Milan Italy,12/8/2015,7.5,IH Hotels Milano Gioia, Mauritius ,No Negative, Good staff ,9.6, leisure trip  solo traveler  double room  stayed 13 nights  submitted from a mobile device ,45.49952,9.206138,italy
473541,Via delle Erbe 1 Milan City Center 20121 Milan Italy,8/26/2015,7.7,Style Hotel, Indonesia , First night pay wifi, Very helpfull and kind staff nice service with so informative staff person,10.0, leisure trip  family with young children  junior suite  stayed 4 nights  submitted from a mobile device ,45.4708973,9.1840992,italy
473741,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,8/7/2015,8.3,Andreola Central Hotel, New Zealand ,No Negative, the Staff where very helpful and their English was a lot better than my Italian,7.5, leisure trip  couple  double or twin room  stayed 2 nights ,45.4836517,9.2078581,italy
473814,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,8/7/2015,8.0,Hotel Bristol, United States of America , Small room, Staff is very friendly and everything else is good ,9.2, leisure trip  couple  double room  stayed 1 night  submitted from a mobile device ,45.4845769,9.2065256,italy
473840,Via Domodossola 16 Fiera Milano City 20145 Milan Italy,9/17/2015,7.3,Admiral Hotel, Netherlands , Lot of noise from the street, Location near the mico expo was perfect Parking at the hotel ,7.5, business trip  solo traveler  single room  stayed 1 night  submitted from a mobile device ,45.480515,9.160063,italy
474225,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,8/4/2015,8.6,UNA Hotel Century, Pakistan , Difficult approach to the the hotel main door is closed in the late hours , Location Cleanliness Interior Decor of the room and lobby ,8.8, leisure trip  family with older children  family junior suite 3 adults 1 child  stayed 3 nights ,45.4841371,9.2001623,italy
474481,Via Fabio Filzi 3 Central Station 20124 Milan Italy,8/18/2015,8.3,Hotel Marconi, Luxembourg , They could do a little better on breakfast quality , Nice building inside very confortable bed room and bed linens very clean ,7.1, leisure trip  couple  double room  stayed 2 nights ,45.4868744,9.2018407,italy
474881,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,8/5/2015,8.5,Hotel Cavour, United Arab Emirates , room is very old and not maintained Air condition has a very load sound the room full of mosquito or bed bugs , the location,5.0, business trip  solo traveler  hypoallergenic double or twin room  stayed 3 nights ,45.4726942,9.1943911,italy
475183,Via Felice Casati 18 Central Station 20124 Milan Italy,8/10/2015,8.4,Best Western Plus Hotel Felice Casati, Switzerland ,No Negative, staff was really helpfull wifi worked perfect they stored our luggage on last day till out transport so that we can walk around ,10.0, leisure trip  couple  double room  stayed 2 nights  submitted from a mobile device ,45.4787357,9.2041131,italy
475298,Via Feltre 19 B Citt Studi 20132 Milan Italy,8/7/2015,8.9,Nu Hotel, Slovenia , Very bad air condition,No Positive,6.7, leisure trip  couple  classic double room  stayed 1 night ,45.4911829,9.2393614,italy
475381,Via Forcella 6 Navigli 20144 Milan Italy,8/6/2015,9.0,Hotel Magna Pars Small Luxury Hotels of the World, China ,No Negative, everything is perfect,9.6, leisure trip  family with older children  executive suite  stayed 2 nights  submitted from a mobile device ,45.4524879,9.1669784,italy
475408,Via G Arimondi 12 Sempione 20155 Milan Italy,1/4/2016,7.7,Mercure Milano Regency, Turkey ,No Negative, Good location comfortable rooms Breakfast is good and too many kinds you can find in the table Staff is also helpfull and kind ,7.5, leisure trip  couple  double or twin room  stayed 1 night ,45.4897688,9.1549451,italy
475666,Via G B Pirelli 7 Central Station 20124 Milan Italy,8/30/2015,8.2,Hotel Auriga, United States of America , mildly annoying pillows like bricks not significant, Wonderful staff generous room size generous bed generous bathroom Very nice people all around,10.0, leisure trip  couple  double or twin room  stayed 2 nights  submitted from a mobile device ,45.4858877,9.2042827,italy
475737,Via G Silva 12 Fiera Milano City 20149 Milan Italy,8/11/2015,7.8,Hotel Portello Gruppo Minihotel, Poland ,No Negative, Close to the metro very clean and comfortable also acoustic wise very ok ,8.8, leisure trip  group  double room  stayed 2 nights  submitted from a mobile device ,45.4802503,9.1494925,italy
476204,Via Gaetano Airaghi 125 20153 Milan Italy,12/1/2015,6.9,Idea Hotel Milano San Siro, Poland , Far from city shuttle to metro at evening costs 10 euro for person Wifi costs 10 euro per day There was humidity under shower ,No Positive,5.0, leisure trip  couple  twin room  stayed 3 nights ,45.4720654,9.0777871,italy
476639,Via Galileo Galilei 2 Central Station 20124 Milan Italy,8/4/2015,8.5,Windsor Hotel Milano, United Kingdom , Floor was noisy I woke up with doors slamming , Location is good and staff was friendly ,6.7, business trip  solo traveler  twin room  stayed 2 nights  submitted from a mobile device ,45.4794587,9.1951427,italy
476775,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,9/6/2015,8.2,Four Points Sheraton Milan Center, Australia ,No Negative, Lovely clean room Right near Milan central railway,9.6, leisure trip  couple  classic double room  stayed 1 night ,45.4851889,9.198015,italy
476819,Via Ges 6 8 Milan City Center 20121 Milan Italy,8/30/2015,9.1,Four Seasons Hotel Milano, Kuwait , Breakfast very poor limited selections ,No Positive,8.8, leisure trip  family with older children  deluxe queen room  stayed 4 nights  submitted from a mobile device ,45.469339,9.195108,italy
477005,Via Giacomo Watt 13 Famagosta 20143 Milan Italy,9/10/2015,7.6,IH Hotels Milano Watt 13, Saudi Arabia , the wifi very poor, clean And the staff nice,7.9, group  classic double room  stayed 2 nights  submitted from a mobile device ,45.443791,9.152947,italy
477504,Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,8/6/2015,8.7,LaGare Hotel Milano Centrale MGallery by Sofitel, Qatar , Staff attitude was bad unfriendly specially at the reception and front disk at the restaurant good, New hotel and location,6.0, business trip  family with older children  superior twin room  stayed 3 nights  submitted from a mobile device ,45.484237,9.198858,italy
477737,Via Giorgio Stephenson 55 20157 Milan Italy,8/6/2015,8.1,Barcel Milan, Israel ,No Negative, very close to the EXPO and Autostrada,2.5, leisure trip  couple  superior double room  stayed 1 night ,45.51152,9.1241306,italy
477805,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,9/22/2015,8.5,UNA Hotel Scandinavia, Australia , Needs a bit up date with furniture , Great location very helpful and friendly staff clean,8.3, business trip  solo traveler  classic double room  stayed 1 night  submitted from a mobile device ,45.4859983,9.1637603,italy
478014,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,8/8/2015,8.5,Acca Palace, United Arab Emirates ,No Negative, Breakfast cleaning and nearby metro station Spacious room and great shower ,9.6, leisure trip  family with young children  triple room  stayed 2 nights  submitted from a mobile device ,45.5099969,9.1739942,italy
478287,Via Hoepli 6 Milan City Center 20121 Milan Italy,8/4/2015,8.2,Sina De La Ville, United Arab Emirates , everything is good but the rooms are too small, the free WIFI,9.6, business trip  solo traveler  deluxe triple room  stayed 1 night  submitted from a mobile device ,45.465957,9.192297,italy
478360,Via L Muratori 14 Porta Romana 20135 Milan Italy,9/3/2015,8.2,UNA Hotel Mediterraneo, Kuwait , The facility, The breakfast,5.4, business trip  couple  double or twin room  stayed 7 nights  submitted from a mobile device ,45.451873,9.20548,italy
478393,Via La Spezia 25 Famagosta 20142 Milan Italy,8/13/2015,8.4,Hotel La Spezia Gruppo MiniHotel, United Kingdom ,No Negative, Good services,9.6, leisure trip  group  2 rooms  stayed 1 night  submitted from a mobile device ,45.4408963,9.1728003,italy
478817,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,8/6/2015,7.9,Exe Laietana Palace, Jordan , Uncomfortable bed and pillows very small room, Location is good and clean rooms,5.4, leisure trip  couple  economy double room  stayed 3 nights  submitted from a mobile device ,41.3833541,2.1794038,spain
479115,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,8/9/2015,8.9,Grand Hotel Central, Netherlands ,No Negative, Perfect location great staff ,10.0, leisure trip  group  king room  stayed 2 nights  submitted from a mobile device ,41.3849695,2.1776631,spain
479379,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,8/7/2015,7.1,Ilunion Almirante, Costa Rica , Rooms beds television this hotel is good but definitively is not a 4 start hotel , the location is great it is close to everything ,5.8, leisure trip  family with older children  double or twin room  stayed 1 night ,41.3860521,2.176157,spain
